Name,Date of birth,Team,Batting Style,Bowling Style,ODI Debut,Debut Team,Matches played,Innings,Total Run,Not Out,Highe Score,Batting Avg,Balls faced,Stick rate,100s,50s,4s,6s,Caught,Stumped,Balls,Runs,Wickets,Bowling Avg,Economy,Stick rate.1,5WI,10WM,BBI,BBM
Aamer Nazir,02-01-1971,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"March 26,1993",West Indies v Pakistan,9,3,13,2,9*,13.00,20,65.00,0,0,0,0,--,--,417,346,11,31.45,4.978,37.90,0,0,3/43,3/43
Mohammad Aamer Sohail Ali,14-09-1966,NEW ZEALAND,Left-hand bat,Slow left-arm,"December 21,1990",Pakistan v Sri Lanka,156,155,4780,5,134,31.86,7312,65.37,5,31,466,19,49,0,4836,3703,85,43.56,4.594,56.89,0,0,4/22,4/22
Aaqib Javed,05-08-1972,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"December 10,1988",Pakistan v West Indies,163,51,267,26,45*,10.68,456,58.55,0,0,15,7,24,0,8012,5721,182,31.43,4.284,44.02,4,0,7/37,7/37
Abdul Qadir Khan,15-09-1955,NEW ZEALAND,Right-hand bat,Leg-break googly,"June 11,1983",New Zealand v Pakistan,104,68,641,26,41*,15.26,849,75.50,0,0,36,17,21,0,5100,3454,132,26.16,4.063,38.63,2,0,5/44,5/44
Abdul Razzaq,02-12-1979,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"November 1,1996",Pakistan v Zimbabwe,265,228,5080,57,112,29.70,6253,81.24,3,23,382,124,35,0,10941,8564,269,31.83,4.696,40.67,3,0,6/35,6/35
Abdur Rauf Khan,09-12-1978,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"February 2,2008",Pakistan v Zimbabwe,4,0,0,0,0,--,0,--,0,0,0,0,2,0,214,212,8,26.50,5.943,26.75,0,0,3/24,3/24
Abdur Rehman,01-03-1980,NEW ZEALAND,Left-hand bat,Slow left-arm,"December 7,2006",Pakistan v West Indies,31,23,142,6,31,8.352,263,53.99,0,0,11,1,7,0,1624,1142,30,38.06,4.219,54.13,0,0,4/36,4/48
Adnan Akmal,13-03-1985,NEW ZEALAND,Right-hand bat,,"September 8,2011",Zimbabwe v Pakistan,5,4,62,1,27,20.66,89,69.66,0,0,3,0,3,0,--,--,--,--,--,--,--,--,,
Ahmed Shehzad,23-11-1991,NEW ZEALAND,Right-hand bat,Leg-break,"April 24,2009",Australia v Pakistan,81,81,2605,1,124,32.56,3614,72.08,6,14,269,18,28,0,115,140,2,70.00,7.304,57.50,0,0,0/4,0/4
Aizaz Bin Ilyas Cheema,05-09-1979,NEW ZEALAND,Right-hand bat,Right-arm medium-fast,"September 8,2011",Zimbabwe v Pakistan,14,6,26,3,9*,8.666,45,57.77,0,0,2,0,2,0,658,593,23,25.78,5.407,28.60,0,0,4/24,4/30
Akhtar Sarfraz,20-02-1976,NEW ZEALAND,Left-hand bat,Left-arm medium,"December 12,1997",Pakistan v West Indies,4,4,66,0,25,16.50,99,66.66,0,0,4,1,--,--,--,--,--,--,--,--,--,--,,
Mohammad Akram Raza,22-11-1964,NEW ZEALAND,Right-hand bat,Off-break,"October 23,1989",Australia v Pakistan,49,25,193,14,33*,17.54,310,62.25,0,0,8,2,19,0,2601,1611,38,42.39,3.716,68.44,0,0,3/18,3/18
Anil Dalpat Sonavaria,20-09-1963,NEW ZEALAND,Right-hand bat,,"March 26,1984",Pakistan v England,15,10,87,3,37,12.42,136,63.97,0,0,7,0,13,2,--,--,--,--,--,--,--,--,,
Anwar Ali,25-11-1987,NEW ZEALAND,Right-hand bat,Right-arm medium-fast,"November 24,2013",South Africa v Pakistan,22,16,321,5,43*,29.18,367,87.46,0,0,29,7,5,0,927,944,18,52.44,6.110,51.50,0,0,2/24,2/24
Arshad Khan,22-03-1971,NEW ZEALAND,Right-hand bat,Off-break,"February 1,1993",Pakistan v Zimbabwe,58,29,133,18,20,12.09,217,61.29,0,0,6,1,10,0,2823,1948,56,34.78,4.140,50.41,0,0,4/33,4/33
Arshad Pervez,01-10-1953,NEW ZEALAND,Right-hand bat,Right-arm medium,"January 13,1978",Pakistan v England,2,2,11,0,8,5.500,47,23.40,0,0,0,0,--,--,--,--,--,--,--,--,--,--,,
Asad Ali,14-10-1988,NEW ZEALAND,Right-hand bat,Right-arm medium-fast,"May 26,2013",Ireland v Pakistan,4,2,13,0,11,6.500,16,81.25,0,0,0,1,--,--,180,115,2,57.50,3.833,90.00,0,0,1/22,1/22
Sheikh Mohammad Asad Shafiq,28-01-1986,NEW ZEALAND,Right-hand bat,Leg-break,"June 21,2010",Bangladesh v Pakistan,60,58,1336,4,84,24.74,1979,67.50,0,9,108,5,14,0,12,18,0,--,9.000,--,0,--,,
Ashfaq Ahmed,06-06-1973,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"August 3,1994",Sri Lanka v Pakistan,3,0,0,0,0,--,0,--,0,0,0,0,--,--,102,84,0,--,4.941,--,0,0,0/20,0/20
Ashraf Ali,22-04-1958,NEW ZEALAND,Right-hand bat,,"December 5,1980",Pakistan v West Indies,16,9,69,5,19*,17.25,135,51.11,0,0,3,0,17,3,--,--,--,--,--,--,--,--,,
Asif Iqbal Razvi,06-06-1943,NEW ZEALAND,Right-hand bat,Right-arm medium,"February 11,1973",New Zealand v Pakistan,10,8,330,2,62,55.00,466,70.81,0,5,33,2,7,0,582,378,16,23.62,3.896,36.37,0,0,4/46,4/56
Raja Asif Mahmood,18-12-1975,NEW ZEALAND,Right-hand bat,Off-break,"November 8,1998",Pakistan v Australia,2,2,14,0,14,7.000,34,41.17,0,0,2,0,--,--,--,--,--,--,--,--,--,--,,
Syed Asif Masood Shah,23-01-1946,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"February 11,1973",New Zealand v Pakistan,7,3,10,1,6,5.000,17,58.82,0,0,0,0,1,0,372,234,5,46.80,3.774,74.40,0,0,2/9,2/9
Mohammad Asif Mujtaba,04-11-1967,NEW ZEALAND,Left-hand bat,Slow left-arm,"November 4,1986",Pakistan v West Indies,66,55,1068,14,113*,26.04,1671,63.91,1,6,66,2,18,0,756,658,7,94.00,5.222,108.0,0,0,2/38,2/38
Ata-ur-Rehman,28-03-1975,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"December 4,1992",Pakistan v West Indies,30,13,34,6,11*,4.857,76,44.73,0,0,2,0,--,--,1492,1186,27,43.92,4.769,55.25,0,0,3/27,3/27
Atiq-uz-Zaman,20-07-1975,NEW ZEALAND,Right-hand bat,Off-break,"August 20,2000",New Zealand v Pakistan,3,3,34,1,18,17.00,36,94.44,0,0,2,0,3,1,--,--,--,--,--,--,--,--,,
Mohammad Azam Khan,01-03-1969,NEW ZEALAND,Right-hand bat,,"November 1,1996",Pakistan v Zimbabwe,6,5,116,0,72,23.20,177,65.53,0,1,6,0,2,0,--,--,--,--,--,--,--,--,,
Raja Azeem Hafeez,29-07-1963,NEW ZEALAND,Left-hand bat,Left-arm fast-medium,"September 10,1983",India v Pakistan,15,10,45,7,15,15.00,104,43.26,0,0,5,0,3,0,719,586,15,39.06,4.890,47.93,0,0,4/22,4/22
Azhar Ali,19-02-1985,NEW ZEALAND,Right-hand bat,Leg-break,"May 30,2011",Ireland v Pakistan,53,53,1845,3,102,36.90,2478,74.45,3,12,168,14,8,0,258,260,4,65.00,6.046,64.50,0,0,0/1,0/1
Azhar Mahmood Sagar,28-02-1975,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"September 16,1996",India v Pakistan,143,110,1521,26,67,18.10,1987,76.54,0,3,119,24,37,0,6242,4813,123,39.13,4.626,50.74,3,0,6/18,6/18
Azmat Rana,03-11-1951,NEW ZEALAND,Left-hand bat,Off-break,"October 13,1978",Pakistan v India,2,2,42,1,22*,42.00,73,57.53,0,0,--,--,--,--,--,--,--,--,--,--,--,--,,
Basit Ali,13-12-1970,NEW ZEALAND,Right-hand bat,Off-break,"March 23,1993",West Indies v Pakistan,50,43,1265,6,127*,34.18,1668,75.83,1,9,81,18,15,0,30,21,1,21.00,4.200,30.00,0,0,1/17,1/17
Bazid Khan,25-03-1981,NEW ZEALAND,Right-hand bat,Off-break,"September 30,2004",Pakistan v Zimbabwe,5,5,131,0,66,26.20,232,56.46,0,2,7,1,1,0,12,11,0,--,5.500,--,0,0,0/11,0/11
Bilawal Bhatti,17-09-1991,NEW ZEALAND,Right-hand bat,Right-arm medium-fast,"November 24,2013",South Africa v Pakistan,10,7,89,1,39,14.83,75,118.6,0,0,10,2,2,0,409,439,6,73.16,6.440,68.16,0,0,3/37,3/37
Danish Parabha Shanker Kaneria,16-12-1980,NEW ZEALAND,Right-hand bat,Leg-break,"October 31,2001",Pakistan v Zimbabwe,18,10,12,8,6*,6.000,22,54.54,0,0,1,0,2,0,854,682,15,45.46,4.791,56.93,0,0,3/6,3/31
Ehsan Adil,15-03-1993,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"May 17,2013",Scotland v Pakistan,6,4,27,1,15,9.000,42,64.28,0,0,2,0,--,--,225,223,4,55.75,5.946,56.25,0,0,1/14,1/14
Faisal Athar,15-10-1975,NEW ZEALAND,Right-hand bat,Right-arm medium,"May 23,2003",New Zealand v Pakistan,1,1,9,0,9,9.000,38,23.68,0,0,1,0,--,--,--,--,--,--,--,--,--,--,,
Faisal Iqbal,30-12-1981,NEW ZEALAND,Right-hand bat,Right-arm medium,"February 19,2000",Pakistan v Sri Lanka,18,16,314,2,100*,22.42,519,60.50,1,0,24,4,3,0,18,33,0,--,11.00,--,0,0,0/7,0/7
Fawad Alam,08-10-1985,NEW ZEALAND,Left-hand bat,Slow left-arm,"May 22,2007",Pakistan v Sri Lanka,38,36,966,12,114*,40.25,1297,74.47,1,6,59,6,10,0,398,377,5,75.40,5.683,79.60,0,0,1/8,1/8
Fazl-e-Akbar Durrani,20-10-1980,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"January 11,1998",India v Pakistan,2,1,7,0,7,7.000,8,87.50,0,0,0,0,--,--,72,48,0,--,4.000,--,0,0,0/19,0/19
Ghulam Ali Ansari,08-09-1966,NEW ZEALAND,Right-hand bat,Right-arm medium,"February 25,1993",Pakistan v West Indies,3,3,53,0,38,17.66,121,43.80,0,0,2,0,--,--,--,--,--,--,--,--,--,--,,
Haafiz Shahid Yaqoob,10-05-1963,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"March 15,1988",West Indies v Pakistan,3,3,11,2,7*,11.00,23,47.82,0,0,0,0,--,--,127,112,3,37.33,5.291,42.33,0,0,2/56,2/56
Hammad Azam,16-03-1991,NEW ZEALAND,Right-hand bat,Right-arm medium,"April 23,2011",West Indies v Pakistan,11,7,80,2,36,16.00,131,61.06,0,0,5,2,4,0,198,169,2,84.50,5.121,99.00,0,0,1/21,1/21
Haris Sohail,09-01-1989,NEW ZEALAND,Left-hand bat,Left-arm medium,"July 19,2013",West Indies v Pakistan,24,23,887,3,89*,44.35,1095,81.00,0,9,68,12,9,0,492,473,10,47.30,5.768,49.20,0,--,,
Haroon Rasheed Dar,25-03-1953,NEW ZEALAND,Right-hand bat,Right-arm medium,"December 30,1977",Pakistan v England,12,10,166,2,63*,20.75,316,52.53,0,1,5,--,3,0,--,--,--,--,--,--,--,--,,
Hasan Jamil Alvi,25-07-1952,NEW ZEALAND,Left-hand bat,Left-arm medium-fast,"December 23,1977",Pakistan v England,6,5,111,0,28,22.20,120,92.50,0,0,2,1,1,0,210,154,8,19.25,4.400,26.25,0,0,3/18,3/18
Hasan Raza,11-03-1982,NEW ZEALAND,Right-hand bat,Off-break,"October 30,1996",Pakistan v Zimbabwe,16,13,242,0,77,18.61,480,50.41,0,1,11,1,1,0,--,--,--,--,--,--,--,--,,
Humayun Farhat,24-01-1981,NEW ZEALAND,Right-hand bat,Right-arm medium,"April 8,2001",Pakistan v Sri Lanka,5,3,60,0,39,20.00,56,107.1,0,0,5,2,4,3,--,--,--,--,--,--,--,--,,
Rao Iftikhar Anjum,01-12-1980,NEW ZEALAND,Right-hand bat,Right-arm medium,"September 30,2004",Pakistan v Zimbabwe,62,34,234,19,32,15.60,378,61.90,0,0,15,3,10,0,2960,2430,77,31.55,4.925,38.44,1,0,5/30,5/30
Ijaz Ahmed,20-09-1968,NEW ZEALAND,Right-hand bat,Left-arm medium,"November 14,1986",Pakistan v West Indies,250,232,6564,29,139*,32.33,8174,80.30,10,37,530,86,90,0,637,476,5,95.20,4.483,127.4,0,0,2/31,2/31
Ijaz Faqih,24-03-1956,NEW ZEALAND,Right-hand bat,Off-break,"December 19,1980",Pakistan v West Indies,27,19,197,3,42*,12.31,351,56.12,0,0,15,0,2,0,1116,819,13,63.00,4.403,85.84,0,0,4/43,4/43
Imran Abbas,25-03-1978,NEW ZEALAND,Right-hand bat,Off-break,"February 13,2000",Pakistan v Sri Lanka,2,2,29,0,28,14.50,63,46.03,0,0,0,0,1,0,--,--,--,--,--,--,--,--,,
Imran Farhat,20-05-1982,NEW ZEALAND,Left-hand bat,Leg-break,"February 17,2001",New Zealand v Pakistan,58,58,1719,2,107,30.69,2488,69.09,1,13,189,16,14,0,116,110,6,18.33,5.689,19.33,0,0,3/10,3/10
Imran Khan Niazi,25-11-1952,NEW ZEALAND,Right-hand bat,Right-arm fast,"August 31,1974",England v Pakistan,175,151,3709,40,102*,33.41,5106,72.64,1,19,217,41,36,0,7447,4844,182,26.61,3.902,40.91,1,0,6/14,6/14
Imran Nazir,16-12-1981,NEW ZEALAND,Right-hand bat,Leg-break,"March 27,1999",Pakistan v Sri Lanka,79,79,1895,2,160,24.61,2339,81.01,2,9,235,32,26,0,49,48,1,48.00,5.877,49.00,0,0,1/3,1/3
Intikhab Alam Khan,28-12-1941,NEW ZEALAND,Right-hand bat,Leg-break googly,"February 11,1973",New Zealand v Pakistan,4,2,17,0,10*,8.500,45,37.77,0,0,--,--,--,--,138,118,4,29.50,5.130,34.50,0,0,2/33,2/36
Inzamam-ul-Haq,03-03-1970,NEW ZEALAND,Right-hand bat,Slow left-arm,"November 22,1991",Pakistan v West Indies,378,350,11739,53,137*,39.52,15813,74.23,10,83,967,143,113,0,58,64,3,21.33,6.620,19.33,0,0,1/0,1/0
Mohammad Iqbal Qasim,06-08-1953,NEW ZEALAND,Left-hand bat,Slow left-arm,"December 30,1977",Pakistan v England,15,7,39,1,13,6.500,90,43.33,0,0,2,--,3,0,636,500,12,41.66,4.717,53.00,0,0,3/13,3/13
Mohammad Iqbal Sikander,19-12-1958,NEW ZEALAND,Right-hand bat,Leg-break googly,"February 23,1992",Pakistan v West Indies,4,1,1,1,1*,--,3,33.33,0,0,0,0,--,--,210,147,3,49.00,4.200,70.00,0,0,1/30,1/30
Irfan Ahsan Kaleem Bhatti,28-09-1964,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"December 27,1993",Pakistan v Zimbabwe,1,0,0,0,0,--,0,--,0,0,0,0,1,0,48,22,2,11.00,2.750,24.00,0,0,2/22,2/22
Mohammad Irfan Fazil,02-11-1981,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"April 16,2000",West Indies v Pakistan,1,1,15,0,15,15.00,16,93.75,0,0,0,0,--,--,36,46,0,--,7.666,--,0,0,0/46,0/46
Jalaluddin,12-06-1959,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"March 12,1982",Pakistan v Sri Lanka,8,2,5,0,5,2.500,5,100.0,0,0,1,0,1,0,306,211,14,15.07,4.137,21.85,0,0,4/32,4/32
Mohammad Javed Miandad Khan,12-06-1957,NEW ZEALAND,Right-hand bat,Leg-break googly,"June 11,1975",Pakistan v West Indies,233,218,7381,41,119*,41.70,10960,67.34,8,50,435,35,71,2,384,297,7,42.42,4.640,54.85,0,0,2/20,2/22
Javed Qadeer,25-08-1976,NEW ZEALAND,Right-hand bat,,"April 11,1995",Pakistan v Sri Lanka,1,1,12,0,12,12.00,23,52.17,0,0,1,0,1,0,--,--,--,--,--,--,--,--,,
Mohammad Junaid Khan,24-12-1989,NEW ZEALAND,Right-hand bat,Left-arm medium-fast,"April 23,2011",West Indies v Pakistan,66,26,60,13,25,4.615,109,55.04,0,0,4,1,5,0,3109,2747,97,28.31,5.301,32.05,0,0,4/12,4/12
Junaid Zia,11-12-1983,NEW ZEALAND,Right-hand bat,Right-arm medium-fast,"September 9,2003",Pakistan v Bangladesh,4,2,2,1,2*,2.000,7,28.57,0,0,0,0,--,--,145,127,3,42.33,5.255,48.33,0,0,3/21,3/21
Mohammad Kabir Khan,12-04-1974,NEW ZEALAND,Right-hand bat,Left-arm fast-medium,"September 11,1994",Sri Lanka v Pakistan,10,5,10,4,5,10.00,25,40.00,0,0,0,0,1,0,371,303,12,25.25,4.900,30.91,0,0,2/23,2/23
Kamran Akmal,13-01-1982,NEW ZEALAND,Right-hand bat,,"November 23,2002",Zimbabwe v Pakistan,157,138,3236,14,124,26.09,3855,83.94,5,10,378,37,157,31,--,--,--,--,--,--,--,--,,
Mohammad Kamran Hussain,09-05-1977,NEW ZEALAND,Right-hand bat,Left-arm medium,"January 27,2008",Pakistan v Zimbabwe,2,1,28,1,28*,--,21,133.3,0,0,2,0,--,--,102,67,3,22.33,3.941,34.00,0,0,2/32,2/32
Kashif Raza,29-12-1979,NEW ZEALAND,Right-hand bat,Right-arm medium,"April 13,2001",Pakistan v Sri Lanka,1,1,2,1,2*,--,2,100.0,0,0,0,0,--,--,30,36,1,36.00,7.200,30.00,0,0,1/36,1/36
Khalid Latif,04-11-1985,NEW ZEALAND,Right-hand bat,Off-break,"January 30,2008",Pakistan v Zimbabwe,5,5,147,0,64,29.40,228,64.47,0,1,13,0,1,0,--,--,--,--,--,--,--,--,,
Khurram Manzoor,10-06-1986,NEW ZEALAND,Right-hand bat,Off-break,"February 2,2008",Pakistan v Zimbabwe,7,7,236,0,83,33.71,375,62.93,0,3,21,0,3,0,--,--,--,--,--,--,--,--,,
Liaqat Ali Khan,21-05-1955,NEW ZEALAND,Right-hand bat,Left-arm medium-fast,"December 23,1977",Pakistan v England,3,1,7,0,7,7.000,31,22.58,0,0,0,0,--,--,174,111,2,55.50,3.827,87.00,0,0,1/41,1/41
Mahmood Hamid,19-01-1969,NEW ZEALAND,Right-hand bat,Right-arm medium,"April 11,1995",Pakistan v Sri Lanka,1,1,1,0,1,1.000,6,16.66,0,0,0,0,--,--,--,--,--,--,--,--,--,--,,
Majid Jahangir Khan,28-09-1946,NEW ZEALAND,Right-hand bat,"Right-arm medium, Off-break","February 11,1973",New Zealand v Pakistan,23,22,786,1,109,37.42,1052,74.71,1,7,64,1,3,0,642,374,13,28.76,3.495,49.38,0,0,3/27,3/27
Mansoor Akhtar,25-12-1957,NEW ZEALAND,Right-hand bat,Right-arm medium,"November 21,1980",Pakistan v West Indies,41,35,593,1,47,17.44,1148,51.65,0,0,42,1,14,0,138,110,2,55.00,4.782,69.00,0,0,1/7,1/7
Mansoor Amjad,25-12-1986,NEW ZEALAND,Right-hand bat,Leg-break googly,"June 29,2008",Pakistan v Sri Lanka,1,1,5,0,5,5.000,10,50.00,0,0,0,0,--,--,48,44,1,44.00,5.500,48.00,0,0,1/44,1/44
Mansoor Rana,27-12-1962,NEW ZEALAND,Right-hand bat,Off-break,"April 29,1990",Pakistan v Sri Lanka,2,2,15,0,10,7.500,24,62.50,0,0,1,0,--,--,6,7,0,--,7.000,--,0,0,0/7,0/7
Manzoor Akhtar,16-04-1968,NEW ZEALAND,Right-hand bat,Leg-break,"December 14,1997",India v Pakistan,7,4,97,0,44,24.25,147,65.98,0,0,3,0,1,0,199,184,5,36.80,5.547,39.80,0,0,4/50,4/50
Manzoor Elahi,15-04-1963,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"October 12,1984",Pakistan v India,54,46,741,13,50*,22.45,796,93.09,0,1,51,15,21,0,1743,1262,29,43.51,4.344,60.10,0,0,3/22,3/22
Maqsood Rana,01-08-1972,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"January 3,1990",Australia v Pakistan,1,1,5,0,5,5.000,13,38.46,0,0,0,0,--,--,12,11,0,--,5.500,--,0,0,0/11,0/11
Masood Iqbal Qureshi,17-04-1952,NEW ZEALAND,Right-hand bat,,"December 7,1984",Pakistan v New Zealand,1,1,2,0,2,2.000,2,100.0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,,
Misbah-ul-Haq Khan Niazi,28-05-1974,NEW ZEALAND,Right-hand bat,Leg-break,"April 27,2002",Pakistan v New Zealand,162,149,5122,31,96*,43.40,6945,73.75,0,42,342,83,66,0,24,30,0,--,7.500,--,0,0,0/30,0/30
Mohammad Aamer,13-04-1992,NEW ZEALAND,Left-hand bat,Left-arm fast-medium,"July 30,2009",Sri Lanka v Pakistan,40,25,328,8,73*,19.29,392,83.67,0,2,30,8,6,0,2035,1653,57,29.00,4.873,35.70,0,0,4/13,4/13
Mohammad Akram Awan,10-09-1974,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"September 29,1995",Pakistan v Sri Lanka,23,9,14,7,7*,7.000,34,41.17,0,0,1,0,8,0,989,790,19,41.57,4.792,52.05,0,0,2/28,2/28
Mohammad Asif,20-12-1982,NEW ZEALAND,Left-hand bat,Right-arm fast-medium,"December 21,2005",Pakistan v England,38,16,34,7,6*,3.777,100,34.00,0,0,2,0,5,0,1941,1524,46,33.13,4.711,42.19,0,0,3/28,3/28
Mohammad Hafeez,17-10-1980,NEW ZEALAND,Right-hand bat,Off-break,"April 3,2003",Pakistan v Zimbabwe,200,199,6107,13,140*,32.83,8077,75.60,11,34,621,99,76,0,7313,5019,136,36.90,4.117,53.77,0,0,3/11,3/11
Mohammad Hussain,08-10-1976,NEW ZEALAND,Left-hand bat,Slow left-arm,"May 9,1997",New Zealand v Pakistan,14,12,154,7,31*,30.80,136,113.2,0,0,11,4,5,0,672,547,13,42.07,4.883,51.69,0,0,4/33,4/33
Mohammad Irfan,06-06-1982,NEW ZEALAND,Right-hand bat,Left-arm medium-fast,"September 10,2010",England v Pakistan,60,33,48,21,12,4.000,149,32.21,0,0,5,2,11,0,3109,2549,83,30.71,4.919,37.45,0,0,4/30,4/30
Mohammad Khalil,11-11-1982,NEW ZEALAND,Left-hand bat,Left-arm medium,"January 30,2005",Australia v Pakistan,3,1,0,1,0*,--,0,--,0,0,0,0,2,0,144,144,5,28.80,6.000,28.80,0,0,2/55,2/55
Mohammad Nazir,08-03-1946,NEW ZEALAND,Right-hand bat,Off-break,"November 21,1980",Pakistan v West Indies,4,3,4,3,2*,--,16,25.00,0,0,0,0,--,--,222,156,3,52.00,4.216,74.00,0,0,2/21,2/21
Mohammad Salman,07-08-1981,NEW ZEALAND,Right-hand bat,Leg-break,"April 23,2011",West Indies v Pakistan,7,3,22,1,19*,11.00,39,56.41,0,0,2,0,8,2,--,--,--,--,--,--,--,--,,
Mohammad Sami,24-02-1981,NEW ZEALAND,Right-hand bat,Right-arm fast,"April 8,2001",Pakistan v Sri Lanka,87,46,314,19,46,11.62,490,64.08,0,0,16,10,19,0,4284,3567,121,29.47,4.995,35.40,1,0,5/10,5/10
Mohammad Talha,15-10-1988,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"March 2,2014",India v Pakistan,3,1,0,0,0,0.000,1,0.000,0,0,0,0,--,--,122,146,4,36.50,7.180,30.50,0,0,2/22,2/22
Mohammad Wasim,08-08-1977,NEW ZEALAND,Right-hand bat,Leg-break googly,"December 8,1996",Pakistan v New Zealand,25,25,543,2,76,23.60,1043,52.06,0,3,33,1,9,0,--,--,--,--,--,--,--,--,,
Mohammad Yousuf,27-08-1974,NEW ZEALAND,Right-hand bat,Off-break,"March 28,1998",Zimbabwe v Pakistan,288,273,9720,40,141*,41.71,12942,75.10,15,64,785,90,58,0,2,1,1,1.000,3.000,2.000,0,0,1/0,1/0
Mohammad Zahid,02-08-1976,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"December 8,1996",Pakistan v New Zealand,11,4,15,2,7*,7.500,22,68.18,0,0,1,1,1,0,512,391,10,39.10,4.582,51.20,0,0,2/20,2/20
Mohsin Kamal,16-06-1963,NEW ZEALAND,Right-hand bat,Right-arm fast,"December 2,1984",Pakistan v New Zealand,19,6,27,3,11*,9.000,40,67.50,0,0,2,0,4,0,881,760,21,36.19,5.175,41.95,0,0,4/47,4/41
Mohsin Hasan Khan,15-03-1955,NEW ZEALAND,Right-hand bat,Right-arm medium,"March 16,1977",West Indies v Pakistan,75,75,1877,5,117*,26.81,3382,55.49,2,8,151,5,13,0,12,5,1,5.000,2.500,12.00,0,0,1/2,1/2
Mohammad Moin Khan,23-09-1971,NEW ZEALAND,Right-hand bat,Off-break,"November 13,1990",Pakistan v West Indies,219,183,3266,41,72*,23.00,4017,81.30,0,12,218,61,214,73,--,--,--,--,--,--,--,--,,
Moin-ul-Atiq,05-08-1964,NEW ZEALAND,Right-hand bat,Leg-break,"March 20,1988",West Indies v Pakistan,5,5,199,0,105,39.80,161,123.6,1,0,5,--,--,--,--,--,--,--,--,--,--,--,,
Mudassar Nazar,06-04-1956,NEW ZEALAND,Right-hand bat,Right-arm medium,"December 23,1977",Pakistan v England,122,115,2653,10,95,25.26,5119,51.82,0,16,186,0,21,0,4853,3432,111,30.91,4.243,43.72,1,0,5/28,5/28
Mujahid Jamshed,01-12-1971,NEW ZEALAND,Right-hand bat,Right-arm medium,"January 7,1997",Australia v Pakistan,4,3,27,1,23,13.50,54,50.00,0,0,2,0,--,--,24,6,1,6.000,1.500,24.00,0,0,1/6,1/6
Mushtaq Ahmed,28-06-1970,NEW ZEALAND,Right-hand bat,Leg-break googly,"March 23,1989",Pakistan v Sri Lanka,144,76,399,34,34*,9.500,697,57.24,0,0,21,1,30,0,7543,5361,161,33.29,4.264,46.85,1,0,5/35,5/36
Mushtaq Mohammad,22-11-1943,NEW ZEALAND,Right-hand bat,Leg-break googly,"February 11,1973",New Zealand v Pakistan,10,9,209,3,55,34.83,353,59.20,0,1,11,--,3,0,42,23,0,--,3.285,--,0,0,0/0,0/0
Mohammad Nadeem Ghauri,12-10-1962,NEW ZEALAND,Right-hand bat,Slow left-arm,"January 3,1990",Australia v Pakistan,6,3,14,2,7*,14.00,25,56.00,0,0,0,0,--,--,342,230,5,46.00,4.035,68.40,0,0,2/51,2/51
Mohammad Nadeem Khan,10-12-1969,NEW ZEALAND,Right-hand bat,Slow left-arm,"March 27,1993",West Indies v Pakistan,2,1,2,0,2,2.000,3,66.66,0,0,0,0,--,--,96,81,0,--,5.062,--,0,0,0/17,0/35
Naeem Ahmed Khan,20-09-1952,NEW ZEALAND,Right-hand bat,Slow left-arm,"May 26,1978",England v Pakistan,1,1,0,1,0*,--,8,0.000,0,0,0,0,1,0,60,43,0,--,4.300,--,0,0,0/43,0/43
Naeem Ashraf,10-11-1972,NEW ZEALAND,Left-hand bat,Left-arm fast-medium,"April 7,1995",India v Pakistan,2,2,24,1,16,24.00,43,55.81,0,0,2,0,--,--,42,52,0,--,7.428,--,0,0,0/12,0/12
Syed Najaf Hussain Shah,17-12-1984,NEW ZEALAND,Left-hand bat,Left-arm medium-fast,"May 22,2007",Pakistan v Sri Lanka,1,1,0,0,0,0.000,2,0.000,0,0,0,0,--,--,60,59,0,--,5.900,--,0,0,0/59,0/59
Naseer Ahmed Malik,01-02-1950,NEW ZEALAND,Right-hand bat,Right-arm medium-fast,"June 7,1975",Australia v Pakistan,3,1,0,1,0*,--,13,0.000,0,0,0,0,--,--,180,98,5,19.60,3.266,36.00,0,0,2/37,2/37
Nasim-ul-Ghani,14-05-1941,NEW ZEALAND,Left-hand bat,"Left-arm medium, Slow left-arm","February 11,1973",New Zealand v Pakistan,1,1,1,0,1,1.000,8,12.50,0,0,0,0,--,--,--,--,--,--,--,--,--,--,,
